cohort	cohort_role	genetic_background	region	estimand	cell_type	gene	effect_scale	effect	se	ci_low	ci_high	p_value	adjusted_p	adjusted_p_scope	n_donors	source_file	direction	significant_adjusted_0_05	meta_eligible	meta_exclusion_reason
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	OPC	STARD13	log2FC	0.189230188349597	0.303212780890933	-0.405066862196633	0.783527238895827	0.534689829553147	0.999910824798957	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	ARHGAP35	log2FC	0.529653648592722	0.135005745163128	0.26504238807299	0.794264909112454	0.000673789494764928	0.178034989526927	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	ARHGAP35	log2FC	-0.110561509255102	0.201653990482223	-0.505803330600259	0.284680312090055	0.585347551601261	0.853666752314822	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	ARHGAP39	log2FC	0.524165815482246	0.424503899977599	-0.307861828473848	1.35619345943834	0.229311971059483	0.815402912103234	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	ARHGAP39	log2FC	0.217402385717461	0.399845860007592	-0.56629549989742	1.00110027133234	0.588462841841216	0.854852175797821	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	BAG3	log2FC	5.37301574240688	1.60888317279104	2.21960472373645	8.52642676107731	0.00288145475187006	0.260022691071756	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	BAG3	log2FC	0.574652849649008	0.740573560913318	-0.876871329741095	2.02617702903911	0.440536773842831	0.77499559548362	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	BCR	log2FC	0.382502515180065	0.289498027898188	-0.184913619500384	0.949918649860514	0.199320585918396	0.793465197402923	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	BCR	log2FC	-0.0464377187998144	0.26523142781381	-0.566291317314882	0.473415879715253	0.861547955402004	0.962175374232613	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	CCT5	log2FC	0.710486031773082	0.541644157090174	-0.351136516123659	1.77210857966982	0.20272841207817	0.796447148935151	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	CCT5	log2FC	0.768115662698848	0.328441120194341	0.124371067117939	1.41186025827976	0.0223799266640658	0.24678326241806	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	CCT8	log2FC	0.382478104118632	0.729673131644674	-1.04768123390493	1.81263744214219	0.605237078151738	0.951567896501119	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	CCT8	log2FC	0.223005169241023	0.283389199640327	-0.332437662054018	0.778448000536064	0.434134414160577	0.771619490354923	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	CHORDC1	log2FC	1.92826407255761	0.459655309775244	1.02733966539813	2.82918847971709	0.000354509877209799	0.154043608396435	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	CHORDC1	log2FC	0.679266629789247	0.474245415170503	-0.250254383944939	1.60878764352343	0.156757891212118	0.53262339060783	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	COA3	log2FC	1.66329837982964	1.05718484357673	-0.408783913580753	3.73538067324003	0.12948054607882	0.722571195221496	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	COA3	log2FC	0.670725792338511	0.395583990609199	-0.104618829255519	1.44607041393254	0.0946708646506447	0.440030325946132	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	COX5B	log2FC	3.08470193624726	1.44036220190824	0.261592020507118	5.9078118519874	0.0431940123158261	0.54547947807606	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	COX5B	log2FC	0.619545777673737	0.518850700576731	-0.397401595456656	1.63649315080413	0.236708387426347	0.617045045990548	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	COX7C	log2FC	3.75088480850522	1.45126468541474	0.906406025092332	6.59536359191811	0.0166723336477623	0.41496006600813	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	COX7C	log2FC	0.574889436040492	0.559367536297925	-0.521470935103441	1.67124980718443	0.307806743754111	0.675570612018431	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	DOCK7	log2FC	0.950322249345239	0.25534922898377	0.44983776053705	1.45080673815343	0.00111019255295999	0.201518332961139	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	DOCK7	log2FC	0.235817383223107	0.258961383224707	-0.271746927897318	0.743381694343532	0.365793919351855	0.722705574758596	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	HSP90AA1	log2FC	1.79673774485391	0.923265625752324	-0.0128628816206444	3.60633837132846	0.0641315627885581	0.607054081612345	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	HSP90AA1	log2FC	0.444215407906428	0.344980885765153	-0.231947128193272	1.12037794400613	0.202348218527411	0.583328779235898	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	HSP90AB1	log2FC	2.6414771461541	0.969994563265812	0.740287802153108	4.54266649015509	0.01220847104207	0.381785123308288	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	HSP90AB1	log2FC	0.501318169294233	0.400531248657944	-0.283723078075337	1.2863594166638	0.215106125660664	0.594604294467514	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	MAP1B	log2FC	1.94656204051005	0.93442111061557	0.115096663703532	3.77802741731657	0.0486954455214395	0.563628650258992	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	MAP1B	log2FC	-0.541722978838914	0.209966289447023	-0.953256906155079	-0.130189051522749	0.0121033836482153	0.197505455239065	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	MAPT	log2FC	0.645121658577097	0.176677793601718	0.29883318311773	0.991410134036464	0.00132014736863659	0.211032590683208	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	MAPT	log2FC	0.461769338813349	0.213499380582272	0.0433105528720957	0.880228124754602	0.0341665131152206	0.291200470224119	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	PARK7	log2FC	2.76422522885452	1.10985726306128	0.58890499325442	4.93954546445462	0.0205226292476746	0.441841986313062	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	PARK7	log2FC	0.332646872706142	0.381509029239588	-0.41511082460345	1.08040457001573	0.386399697930564	0.737672150594713	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE219280	discovery	C9orf72	BA4/BA9 model-averaged	FTD_vs_Control	Oligodendrocyte	STARD13	log2FC	0.269841191714882	0.165345241900459	-0.0542354824100171	0.593917865839781	0.116207555552856	0.703621011569935	global gene tests within model collection	17	results/GSE219280_pseudobulk_DE/all_gene_contrast_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Oligodendrocyte	STARD13	log2FC	-0.159003225691595	0.219350378466325	-0.588929967485591	0.270923516102401	0.471077415734859	0.79456022852607	whole-transcriptome FDR per contrast/cell type	37	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	ARHGAP35	log2FC	-0.0598489858038755	0.262675872713237	-0.574693696321821	0.45499572471407	0.82067889948308	0.996615171707105	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	ARHGAP39	log2FC	-0.658665597874629	0.526289599749747	-1.69019321338413	0.372862017634875	0.216452302310391	0.979534617981936	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	BAG3	log2FC	0.654353179145571	0.626749906769678	-0.574076638122998	1.88278299641414	0.301680888453469	0.986348694477029	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	BCR	log2FC	0.030635025493333	0.317912928011859	-0.59247431340991	0.653744364396576	0.923609986467521	0.998263316600882	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	CCT5	log2FC	0.0426265351940573	0.422093856008894	-0.784677422583376	0.86993049297149	0.919955727439351	0.997839313139835	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	CCT8	log2FC	-0.0696371393533539	0.359748357232777	-0.774743919529596	0.635469640822888	0.847280054460576	0.996770990509808	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	CHORDC1	log2FC	0.718406628782299	0.610287456669392	-0.477756786289709	1.91457004385431	0.2450882372722	0.98243759035159	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	COA3	log2FC	0.0234615746222735	0.399734066700793	-0.760017196111281	0.806940345355828	0.953426037284365	0.99844441246789	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	COX5B	log2FC	-0.173218075729306	0.340949528151245	-0.841479150905746	0.495042999447133	0.613611404558589	0.993412329098932	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	COX7C	log2FC	-0.0128893702780957	0.34554112701401	-0.690149979225556	0.664371238669364	0.970389847557819	0.99844441246789	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	DOCK7	log2FC	0.174564553395499	0.296046232126016	-0.405686061571493	0.754815168362491	0.558026603840917	0.992091090113876	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	HSP90AA1	log2FC	-0.207515834832282	0.607402415899762	-1.39802456999582	0.982992900331251	0.734188201860846	0.993412329098932	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	HSP90AB1	log2FC	0.0338105594279945	0.479047338741304	-0.90512222450496	0.972743343360949	0.944029518642252	0.99844441246789	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	MAP1B	log2FC	-0.42072940369488	0.392286668367183	-1.18961127369456	0.3481524663048	0.288656786342811	0.986348694477029	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	MAPT	log2FC	-0.228067653378602	0.695112356340816	-1.5904878718066	1.1343525650494	0.744277435445401	0.993412329098932	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	PARK7	log2FC	-0.232074453207818	0.332153773494204	-0.883095849256457	0.418946942840821	0.487916110213673	0.99179681821142	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	negative	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
Gittings_2023	independent_C9_replication	C9orf72	frontal cortex	FTD_vs_Control	Vascular	STARD13	log2FC	0.00396164047630343	0.291881227019688	-0.568125564482285	0.576048845434892	0.989223774520717	0.998528144561658	whole-transcriptome FDR per contrast/cell type	34	results/Gittings_2023_C9_snRNA/predefined_17_gene_results.tsv	positive	FALSE	FALSE	displayable common log2FC scale, but cohort/model/region heterogeneity precludes an unqualified pooled estimate
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	ARHGAP35	log2FC_per_pTDP_level	0.283027000777007	0.321694707984114	-0.347494626871857	0.913548628425871	0.388632345917559	0.700715896427115	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	ARHGAP39	log2FC_per_pTDP_level	1.17822191359635	0.450375067045396	0.295486782187373	2.06095704500533	0.0159125740521456	0.129113785437042	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	BAG3	log2FC_per_pTDP_level	-0.0315096255869621	0.28711914727467	-0.594263154245315	0.53124390307139	0.913624855727825	0.988320055661227	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	BCR	log2FC_per_pTDP_level	0.235684564674128	0.30505592336174	-0.362225045114881	0.833594174463137	0.448119867300349	0.730351685851355	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	positive	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	CCT5	log2FC_per_pTDP_level	-0.735333194652874	0.368675280206634	-1.45793674385788	-0.0127296454478721	0.0589103305673817	0.233573267452785	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	CCT8	log2FC_per_pTDP_level	-0.693271265271692	0.405217587339745	-1.48749773645759	0.100955205914209	0.101487948811701	0.301926647714811	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	CHORDC1	log2FC_per_pTDP_level	-0.308969063467591	0.332483912088597	-0.960637531161242	0.34269940422606	0.363043101577127	0.67503326699497	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	COA3	log2FC_per_pTDP_level	-1.69127440779166	0.671120111171299	-3.00666982568741	-0.375878989895915	0.0181155695535134	0.133770060161769	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	COX5B	log2FC_per_pTDP_level	-2.24628063537401	0.612632393777142	-3.44704012717721	-1.04552114357081	0.0013410553438962	0.0265975976539414	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	TRUE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	COX7C	log2FC_per_pTDP_level	-1.70597059651508	0.614965594725472	-2.91130316217701	-0.500638030853155	0.0111086557073706	0.110160835764758	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	DOCK7	log2FC_per_pTDP_level	-0.00432603885167596	0.286876857478309	-0.566604679509162	0.55795260180581	0.988106673013425	1	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	FALSE	FALSE	ordinal pathology trend is not a diagnostic contrast
GSE212630_Emory	paired_multiome_pathology_context	Control/C9orf72 pathology spectrum	BA9	pTDP_ordinal_trend	Astrocyte	HSP90AA1	log2FC_per_pTDP_level	-1.5932365932288	0.374699830286656	-2.32764826059065	-0.858824925866954	0.000336016250636618	0.0115251521710285	global pre-specified target-by-cell-type tests	14	results/GSE212630_multiome/GSE212630_predefined_17_gene_RNA_results.tsv	negative	TRUE	FALSE	ordinal pathology trend is not a diagnostic contrast
